StreetAddress,CityZip,State
345 Glacier Hill Hill,Albany_12226,NY
477 Hazelcrest Drive,Albany_12205,NY
82784 Graedel Point,Albany_12227,NY
08147 Elgar Pass,Ravena_12143,NY
103 Welch Point,Feura Bush_12067,NY
403 Morningstar Parkway,Colonie_12205,NY
966 Eastlawn Park,South Bethlehem_12161,NY
08 Onsgard Trail,Albany_12210,NY
7 Eagle Crest Trail,Clarksville_12041,NY
816 Stephen Plaza,Albany_12209,NY
36761 Mitchell Avenue,Guilderland_12084,NY
1 Warner Hill,Albany_12226,NY
536 Havey Plaza,Albany_12207,NY
1 Hazelcrest Point,Altamont_12009,NY
027 Hanson Hill,Troy_12183,NY
5821 Blue Bill Park Junction,Siena_12211,NY
06 Pleasure Avenue,Albany_12205,NY
1 Pawling Park,Coeymans Hollow_12046,NY
7531 Hayes Road,Newtonville_12110,NY
7 Summit Plaza,Troy_12183,NY
88 Fisk Plaza,Colonie_12205,NY
52 1st Alley,Knox_12107,NY
1 Mcguire Way,Albany_12206,NY
773 Vermont Crossing,Albany_12247,NY
994 Dunning Place,Slingerlands_12159,NY
462 Buhler Pass,Albany_12225,NY
72 Twin Pines Park,Altamont_12009,NY
6113 Beilfuss Place,Altamont_12009,NY
64 Mccormick Place,Green Island_12183,NY
14357 Hudson Alley,Clarksville_12041,NY
54626 Hollow Ridge Drive,Albany_12227,NY
2 Warbler Way,Albany_12220,NY
1 Hoard Road,Albany_12207,NY
330 Fremont Avenue,Selkirk_12158,NY
02182 Center Junction,Altamont_12009,NY
647 Sachtjen Street,Albany_12247,NY
3 Raven Drive,Albany_12220,NY
320 Basil Way,Alcove_12007,NY
80908 Independence Plaza,Albany_12206,NY
54 Moulton Plaza,Albany_12220,NY
1 Loeprich Pass,Colonie_12205,NY
44550 Fallview Place,Guilderland Center_12085,NY
3109 Merchant Plaza,Clarksville_12041,NY
12 Stuart Junction,Berne_12023,NY
705 Warbler Circle,Mckownville_12203,NY
9 Westridge Terrace,Coeymans_12045,NY
566 Sachtjen Park,Albany_12210,NY
668 Fulton Court,Colonie_12205,NY
7 Fisk Circle,South Bethlehem_12161,NY
26 Eastwood Court,Alcove_12007,NY
0266 Russell Avenue,Selkirk_12158,NY
79 Calypso Road,Slingerlands_12159,NY
72869 Lakeland Road,Albany_12223,NY
82275 Sundown Park,Guilderland Center_12085,NY
988 Kenwood Pass,Cohoes_12047,NY
8 Ryan Place,Guilderland Center_12085,NY
74 Arapahoe Center,Albany_12226,NY
221 Porter Center,South Bethlehem_12161,NY
289 Aberg Hill,Glenmont_12077,NY
11 Stone Corner Alley,Roessleville_12205,NY
98 Bashford Alley,East Berne_12059,NY
9 Russell Plaza,Albany_12223,NY
1311 Service Crossing,Slingerlands_12159,NY
486 Prairieview Junction,Albany_12223,NY
725 Memorial Court,Berne_12023,NY
4 Judy Point,Albany_12209,NY
5 Glacier Hill Court,Albany_12211,NY
6 Havey Alley,Selkirk_12158,NY
675 Jay Alley,Albany_12226,NY
163 Old Shore Street,Guilderland Center_12085,NY
6439 Linden Street,Medusa_12120,NY
8511 Swallow Circle,Albany_12220,NY
61236 Manitowish Court,Glenmont_12077,NY
144 Memorial Center,Albany_12205,NY
13780 Arkansas Junction,Altamont_12009,NY
5 Harper Junction,Albany_12205,NY
6112 Di Loreto Street,Albany_12247,NY
87610 Banding Avenue,Watervliet_12189,NY
83 Mesta Hill,Albany_12209,NY
69 Carioca Trail,Albany_12205,NY
28 Linden Point,Menands_12204,NY
62812 Grover Avenue,Latham_12128,NY
0826 Judy Center,Albany_12201,NY
43 La Follette Lane,Siena_12211,NY
0 Grover Junction,Troy_12183,NY
36659 Fulton Place,Guilderland Center_12085,NY
1540 Lakewood Way,Albany_12211,NY
26165 Fulton Crossing,South Bethlehem_12161,NY
0463 Superior Park,Albany_12205,NY
5926 Ilene Alley,Alcove_12007,NY
1879 Eliot Parkway,Feura Bush_12067,NY
32252 Mitchell Street,Medusa_12120,NY
23 Buhler Circle,Dormansville_12055,NY
3 Clemons Lane,Dormansville_12055,NY
3 Independence Hill,Loudonville_12211,NY
1548 Hooker Hill,South Bethlehem_12161,NY
16023 Sachs Parkway,Alcove_12007,NY
95732 Crest Line Center,Latham_12110,NY
95 Sunfield Pass,Albany_12201,NY
83765 Little Fleur Circle,Newtonville_12128,NY
41 Hayes Crossing,Colonie_12205,NY
3119 Milwaukee Park,Albany_12209,NY
6109 Dennis Parkway,Albany_12227,NY
5946 Elmside Terrace,Guilderland_12084,NY
62 Tomscot Point,Feura Bush_12067,NY
5 Spohn Hill,Mckownville_12203,NY
82 Bonner Drive,Troy_12183,NY
96422 Jay Pass,Clarksville_12041,NY
985 Springs Lane,Watervliet_12189,NY
4 Hanover Place,Newtonville_12110,NY
9 Schmedeman Road,Albany_12205,NY
7 Stang Way,Coeymans Hollow_12046,NY
94281 Laurel Center,Loudonville_12211,NY
25 Golf Court,Berne_12023,NY
46 Laurel Lane,Berne_12023,NY
4064 Maple Court,Albany_12220,NY
221 Anhalt Drive,Newtonville_12110,NY
7022 Brown Terrace,Newtonville_12128,NY
35913 Kings Road,Dormansville_12055,NY
924 Crownhardt Street,Albany_12202,NY
620 Kingsford Way,Guilderland Center_12085,NY
240 Waxwing Drive,Coeymans_12045,NY
3998 Grover Street,Albany_12201,NY
3 Sachs Junction,Preston Hollow_12469,NY
90837 Namekagon Center,Albany_12209,NY
284 Sullivan Plaza,Mckownville_12203,NY
400 Mcbride Avenue,Coeymans_12045,NY
9 Jackson Parkway,Albany_12206,NY
44694 Schmedeman Alley,Newtonville_12128,NY
38 Farragut Alley,Altamont_12009,NY
834 Spenser Lane,Knox_12107,NY
205 Stephen Way,East Berne_12059,NY
480 Roxbury Court,Ravena_12143,NY
71 Londonderry Way,Albany_12205,NY
6 Elmside Place,Coeymans Hollow_12046,NY
8175 International Parkway,South Bethlehem_12161,NY
5 Florence Road,Albany_12227,NY
741 Kim Pass,Watervliet_12189,NY
624 Ohio Drive,Knox_12107,NY
12 Springs Drive,Latham_12110,NY
58931 Londonderry Way,Loudonville_12211,NY
044 Burrows Terrace,Albany_12223,NY
77556 Gina Street,Newtonville_12128,NY
6927 Texas Plaza,Albany_12206,NY
12 Northview Lane,Berne_12023,NY
238 Sugar Hill,Dormansville_12055,NY
75 Texas Street,Albany_12204,NY
836 Quincy Hill,Mckownville_12203,NY
245 Gulseth Park,Albany_12211,NY
5 Warner Drive,Menands_12204,NY
9 Goodland Way,Siena_12211,NY
8 Transport Drive,Albany_12227,NY
99120 Dottie Crossing,Troy_12183,NY
521 Arapahoe Pass,South Bethlehem_12161,NY
0 Del Mar Place,Albany_12210,NY
8275 Vermont Pass,Troy_12183,NY
680 Vernon Alley,Roessleville_12205,NY
97 Warner Alley,Roessleville_12205,NY
69605 Thierer Drive,Coeymans Hollow_12046,NY
24291 Cottonwood Junction,Glenmont_12077,NY
6 Scofield Alley,East Berne_12059,NY
90977 Nancy Way,Albany_12207,NY
4 Heath Park,Albany_12220,NY
359 Warrior Park,Coeymans_12045,NY
9162 Loftsgordon Circle,Menands_12204,NY
25 Lakeland Terrace,Alcove_12007,NY
75823 Hauk Trail,Guilderland Center_12085,NY
1 Porter Terrace,Selkirk_12158,NY
78 Mockingbird Terrace,Preston Hollow_12469,NY
722 Westerfield Center,Altamont_12009,NY
45 School Park,Albany_12208,NY
03 Meadow Vale Plaza,Albany_12210,NY
4 Dorton Avenue,Newtonville_12110,NY
95622 Forest Run Parkway,Siena_12211,NY
9 Scott Avenue,Siena_12211,NY
6536 East Alley,Latham_12128,NY
73 Annamark Crossing,Albany_12201,NY
381 Cody Park,Roessleville_12205,NY
98 Oriole Court,Feura Bush_12067,NY
9 Buena Vista Avenue,Albany_12210,NY
98776 Schlimgen Avenue,Albany_12207,NY
34799 Division Park,East Berne_12059,NY
20066 Reinke Avenue,Albany_12201,NY
9979 Clyde Gallagher Trail,Coeymans Hollow_12046,NY
654 Saint Paul Pass,Voorheesville_12186,NY
64009 Mesta Junction,Troy_12183,NY
92540 Moulton Way,Albany_12204,NY
59621 Laurel Terrace,Albany_12247,NY
54109 Jackson Park,Albany_12260,NY
5 Oneill Parkway,Albany_12227,NY
62 Pankratz Lane,Albany_12203,NY
6924 Huxley Parkway,Loudonville_12211,NY
85 Warrior Drive,Albany_12201,NY
27 Elgar Junction,Albany_12212,NY
225 Parkside Park,Coeymans_12045,NY
311 Ramsey Trail,Guilderland_12084,NY
4 Coolidge Terrace,Albany_12205,NY
369 Merrick Drive,Dormansville_12055,NY
5 Luster Park,Albany_12207,NY
5 Transport Point,Guilderland Center_12085,NY
6 Northport Plaza,Preston Hollow_12469,NY
511 Warbler Alley,Guilderland Center_12085,NY
63 Gateway Road,Green Island_12183,NY
991 Hanson Parkway,Newtonville_12110,NY
6 3rd Circle,Guilderland Center_12085,NY
54474 Katie Way,Voorheesville_12186,NY
361 Daystar Plaza,Colonie_12205,NY
7733 Sauthoff Pass,Berne_12023,NY
75892 Annamark Terrace,Albany_12201,NY
54 Vermont Center,Loudonville_12211,NY
925 Nevada Point,Guilderland_12084,NY
0778 Fallview Terrace,Albany_12206,NY
8 Anniversary Alley,Mckownville_12203,NY
00 Lake View Street,Medusa_12120,NY
48 Loomis Point,Dormansville_12055,NY
7 Eggendart Hill,Guilderland_12084,NY
180 Maywood Way,Alcove_12007,NY
02 Talmadge Avenue,Albany_12207,NY
43 Red Cloud Avenue,Albany_12223,NY
17394 Lawn Circle,Rensselaerville_12147,NY
18288 Pond Parkway,Cohoes_12047,NY
96364 Lakewood Gardens Circle,Albany_12209,NY
78954 Becker Point,Albany_12201,NY
5034 Cascade Junction,Newtonville_12128,NY
05911 Laurel Terrace,Rensselaerville_12147,NY
38 Buena Vista Drive,Altamont_12009,NY
9 Ridgeway Trail,Albany_12220,NY
82066 Eagan Junction,Guilderland_12084,NY
1135 Logan Drive,Guilderland Center_12085,NY
19 Oak Alley,Knox_12107,NY
07 Fremont Point,Albany_12227,NY
8821 Nobel Place,Albany_12204,NY
5 Graedel Circle,Loudonville_12211,NY
86 Harbort Court,Knox_12107,NY
183 Sachtjen Avenue,Guilderland_12084,NY
3538 Shelley Hill,Albany_12260,NY
0 Tony Avenue,Guilderland Center_12085,NY
73417 Graedel Pass,Colonie_12205,NY
2 Fisk Hill,Altamont_12009,NY
79 Buhler Alley,Medusa_12120,NY
4991 Golf View Terrace,Albany_12226,NY
594 Maple Wood Way,Delmar_12054,NY
837 Annamark Plaza,Albany_12247,NY
01187 Vermont Terrace,Slingerlands_12159,NY
72344 Thierer Parkway,Clarksville_12041,NY
58889 Menomonie Avenue,Green Island_12183,NY
690 Oriole Park,Glenmont_12077,NY
299 Cherokee Court,Albany_12225,NY
2 Village Green Hill,Dormansville_12055,NY
08464 Vernon Avenue,Medusa_12120,NY
22 Lerdahl Street,Feura Bush_12067,NY
482 Kinsman Lane,Albany_12205,NY
832 Atwood Drive,Troy_12183,NY
87 Prairie Rose Trail,Latham_12128,NY
576 Anzinger Center,Dormansville_12055,NY
642 Ilene Pass,Ravena_12143,NY
547 Spohn Center,Colonie_12205,NY
8387 Corscot Place,Knox_12107,NY
2077 Orin Parkway,Albany_12209,NY
84 Bowman Alley,Colonie_12205,NY
1 Judy Road,Dormansville_12055,NY
9 Schlimgen Circle,Dormansville_12055,NY
4 Tomscot Crossing,Watervliet_12189,NY
7 Fairview Terrace,Albany_12211,NY
1211 Dixon Terrace,Latham_12128,NY
95 Talmadge Place,Ravena_12143,NY
78 Kipling Street,Guilderland_12084,NY
5 Esker Avenue,Altamont_12009,NY
7 Ludington Street,Albany_12204,NY
5 Cardinal Road,Albany_12210,NY
0624 Pearson Center,Albany_12225,NY
210 Corry Lane,Albany_12202,NY
40574 Oakridge Pass,Albany_12247,NY
68930 Kropf Lane,Rensselaerville_12147,NY
80 Lakeland Crossing,Albany_12205,NY
6196 Elmside Drive,Guilderland_12084,NY
89089 Bellgrove Terrace,Knox_12107,NY
48220 Marquette Alley,Latham_12110,NY
8794 Weeping Birch Pass,Clarksville_12041,NY
36 Porter Place,Albany_12212,NY
3 Jenna Place,Colonie_12205,NY
4667 Vera Junction,Albany_12225,NY
9 Fallview Trail,South Bethlehem_12161,NY
6 Bellgrove Road,Siena_12211,NY
72 Nevada Pass,Coeymans Hollow_12046,NY
87516 Dottie Lane,Selkirk_12158,NY
14 Clyde Gallagher Road,Guilderland_12084,NY
9 Larry Plaza,Menands_12204,NY
848 Lakewood Gardens Hill,Albany_12203,NY
8 Morrow Parkway,East Berne_12059,NY
4 Old Shore Pass,Albany_12224,NY
22 Eastlawn Center,Menands_12204,NY
8425 Glendale Park,Menands_12204,NY
66 Rowland Avenue,Albany_12247,NY
71917 Hauk Drive,Delmar_12054,NY
1 Sugar Parkway,Coeymans Hollow_12046,NY
0 Killdeer Plaza,Glenmont_12077,NY
02885 Pine View Circle,Albany_12204,NY
754 Clyde Gallagher Way,Latham_12110,NY
506 Prairieview Plaza,Newtonville_12110,NY
593 Heffernan Center,Loudonville_12211,NY
260 Vermont Road,Coeymans Hollow_12046,NY
82 Oak Lane,Menands_12204,NY
0 Comanche Parkway,Albany_12204,NY
6704 Morning Pass,Selkirk_12158,NY
92 Manley Place,Latham_12128,NY
84 Dorton Point,Clarksville_12041,NY
6900 Sommers Pass,Albany_12206,NY
05 North Trail,Newtonville_12128,NY
5 Clemons Junction,Menands_12204,NY
322 Melby Court,Cohoes_12047,NY
37 American Ash Way,Albany_12225,NY
0613 Eagle Crest Place,Albany_12210,NY
1245 Schlimgen Avenue,Knox_12107,NY
659 Armistice Circle,Albany_12210,NY
9 4th Trail,Altamont_12009,NY
6742 Cody Court,Albany_12220,NY
73 Roth Crossing,Albany_12208,NY
12 Lerdahl Trail,Newtonville_12110,NY
621 Quincy Crossing,Watervliet_12189,NY
80 La Follette Trail,Albany_12202,NY
13 Porter Junction,Albany_12211,NY
7 Lyons Center,Albany_12226,NY
80686 Claremont Trail,Siena_12211,NY
3657 Graceland Road,Albany_12210,NY
67 Loftsgordon Circle,Berne_12023,NY
9 Golf View Plaza,Menands_12204,NY
602 Acker Point,Feura Bush_12067,NY
7 Union Center,Albany_12220,NY
61 Debs Lane,Watervliet_12189,NY
78 Aberg Pass,Delmar_12054,NY
8483 Center Pass,South Bethlehem_12161,NY
633 Petterle Crossing,Menands_12204,NY
5133 Granby Center,Albany_12204,NY
34192 Del Sol Avenue,Selkirk_12158,NY
99766 Tomscot Place,Albany_12205,NY
505 Valley Edge Circle,Delmar_12054,NY
086 Arizona Parkway,Coeymans Hollow_12046,NY
7 Summer Ridge Plaza,Albany_12208,NY
3071 Hagan Alley,Glenmont_12077,NY
1 Melrose Circle,Albany_12210,NY
60 Ramsey Plaza,Roessleville_12205,NY
462 Gateway Point,Altamont_12009,NY
05357 Sunnyside Center,Colonie_12205,NY
962 Jay Crossing,Slingerlands_12159,NY
5 Oak Lane,Knox_12107,NY
0 Gulseth Court,Rensselaerville_12147,NY
214 Trailsway Junction,Albany_12205,NY
66367 Vahlen Park,Albany_12207,NY
3 Forest Dale Circle,Albany_12209,NY
4 Buena Vista Hill,Selkirk_12158,NY
902 Erie Alley,Guilderland Center_12085,NY
41 Oxford Street,Slingerlands_12159,NY
23236 Mitchell Center,Albany_12211,NY
85958 Beilfuss Way,Albany_12205,NY
9238 Clove Street,East Berne_12059,NY
063 Blue Bill Park Drive,Latham_12110,NY
93504 Carey Park,Albany_12203,NY
4 Mcguire Parkway,Latham_12110,NY
281 Stuart Way,Watervliet_12189,NY
6964 Fordem Place,Medusa_12120,NY
1292 Kim Drive,Altamont_12009,NY
26 Crest Line Road,Albany_12205,NY
58199 Clarendon Point,Siena_12211,NY
4429 Sachtjen Drive,Albany_12203,NY
4 Helena Street,Albany_12225,NY
5910 Forest Street,Guilderland Center_12085,NY
8121 Cottonwood Avenue,Mckownville_12203,NY
168 Pond Terrace,Albany_12247,NY
66 Waxwing Road,Watervliet_12189,NY
16691 Duke Pass,Knox_12107,NY
49 Hanover Court,Rensselaerville_12147,NY
9022 Sherman Point,Cohoes_12047,NY
2 Farmco Place,Rensselaerville_12147,NY
4 Karstens Crossing,Albany_12210,NY
61907 Iowa Pass,Newtonville_12110,NY
3 Memorial Point,Troy_12183,NY
97 Ludington Terrace,Mckownville_12203,NY
56609 Crowley Court,Albany_12205,NY
851 Scott Road,Dormansville_12055,NY
81985 Londonderry Place,Latham_12128,NY
7 Clarendon Terrace,Albany_12224,NY
93 Monica Court,Albany_12225,NY
86485 Burrows Pass,Albany_12223,NY
9898 Atwood Avenue,Cohoes_12047,NY
986 Leroy Hill,Siena_12211,NY
4041 Luster Lane,Albany_12204,NY
68859 Raven Junction,Troy_12183,NY
78 Barnett Plaza,Latham_12110,NY
0 Gulseth Street,Alcove_12007,NY
75501 Riverside Circle,Albany_12205,NY
74374 Carberry Park,Glenmont_12077,NY
99789 Fremont Street,Rensselaerville_12147,NY
6 7th Junction,Latham_12110,NY
706 Muir Avenue,Berne_12023,NY
66 Shoshone Center,Voorheesville_12186,NY
75 Bartillon Lane,Albany_12212,NY
7194 Swallow Center,Altamont_12009,NY
8 Linden Road,Guilderland Center_12085,NY
55 Reindahl Hill,Albany_12212,NY
759 Ridge Oak Avenue,Albany_12212,NY
57715 Del Mar Avenue,Ravena_12143,NY
917 Dahle Lane,Loudonville_12211,NY
4265 Fallview Lane,Latham_12128,NY
2351 Lakewood Hill,Latham_12128,NY
95265 Maryland Junction,Albany_12210,NY
288 Maywood Point,Medusa_12120,NY
173 Ramsey Trail,Albany_12207,NY
9 Packers Point,Albany_12212,NY
38454 Hayes Avenue,Coeymans_12045,NY
88793 Sullivan Crossing,Coeymans Hollow_12046,NY
4509 Tomscot Place,Roessleville_12205,NY
283 Towne Road,Albany_12203,NY
5435 Sloan Parkway,Ravena_12143,NY
2310 Rockefeller Drive,Albany_12223,NY
5036 Parkside Circle,Albany_12208,NY
035 Helena Road,Newtonville_12110,NY
75 Kings Avenue,Albany_12220,NY
995 Meadow Ridge Parkway,Latham_12110,NY
8229 Division Center,Albany_12203,NY
2535 Delaware Junction,Albany_12203,NY
0046 Grayhawk Avenue,Albany_12207,NY
8007 Farwell Center,Roessleville_12205,NY
0 Mccormick Point,Albany_12226,NY
80 Crowley Road,Coeymans Hollow_12046,NY
6 Doe Crossing Parkway,Guilderland Center_12085,NY
93 Prentice Circle,Albany_12210,NY
27 Bowman Plaza,Roessleville_12205,NY
433 Norway Maple Crossing,Albany_12212,NY
9 Meadow Ridge Court,Albany_12202,NY
05 Becker Avenue,Newtonville_12110,NY
6036 Delladonna Alley,Preston Hollow_12469,NY
3 Northview Point,Albany_12227,NY
385 Elgar Terrace,Albany_12208,NY
9994 Briar Crest Trail,Albany_12247,NY
039 Fordem Hill,Medusa_12120,NY
68 Maywood Alley,Albany_12206,NY
9 Lien Junction,Cohoes_12047,NY
4 Brown Junction,Albany_12225,NY
1698 Ohio Road,Siena_12211,NY
838 Warbler Crossing,Coeymans Hollow_12046,NY
6 Schiller Park,Preston Hollow_12469,NY
3073 Hallows Terrace,Coeymans_12045,NY
6 Shoshone Way,Colonie_12205,NY
67 Marquette Plaza,Siena_12211,NY
58149 Little Fleur Way,Ravena_12143,NY
69 Johnson Way,Coeymans Hollow_12046,NY
9 Barby Lane,Albany_12206,NY
14473 Toban Way,Albany_12203,NY
0 Heath Trail,Albany_12204,NY
4 Kingsford Park,Troy_12183,NY
485 Melvin Junction,Watervliet_12189,NY
03583 Old Gate Trail,Slingerlands_12159,NY
0401 Autumn Leaf Plaza,Troy_12183,NY
25 Trailsway Road,Medusa_12120,NY
343 Village Green Avenue,Albany_12210,NY
3394 Upham Court,Glenmont_12077,NY
1 Meadow Ridge Center,Altamont_12009,NY
74715 Fairview Circle,Latham_12110,NY
8 Nobel Street,Medusa_12120,NY
108 Maple Parkway,Clarksville_12041,NY
6993 Red Cloud Junction,Rensselaerville_12147,NY
6 Calypso Park,Delmar_12054,NY
693 Dwight Alley,Albany_12208,NY
4997 Fordem Hill,Green Island_12183,NY
47452 Knutson Way,Watervliet_12189,NY
206 Nevada Center,Dormansville_12055,NY
53273 Bunker Hill Crossing,Newtonville_12110,NY
02 Fremont Trail,Voorheesville_12186,NY
9 Kenwood Terrace,Albany_12207,NY
87746 Porter Way,Albany_12260,NY
8 West Hill,Dormansville_12055,NY
79587 Orin Avenue,Feura Bush_12067,NY
5 Sullivan Park,Albany_12220,NY
822 Prentice Street,Albany_12205,NY
758 Forster Hill,Albany_12220,NY
00828 Jackson Circle,Siena_12211,NY
9 Evergreen Pass,Roessleville_12205,NY
69 Dovetail Alley,Albany_12206,NY
90461 School Plaza,Medusa_12120,NY
5596 Arizona Pass,Preston Hollow_12469,NY
9 Shoshone Lane,Roessleville_12205,NY
800 Vidon Junction,Albany_12225,NY
5 Brentwood Lane,Roessleville_12205,NY
0 Darwin Circle,Dormansville_12055,NY
45 Burning Wood Avenue,Albany_12225,NY
80 Northfield Crossing,Newtonville_12128,NY
15284 American Ash Terrace,Albany_12203,NY
875 Loeprich Court,Rensselaerville_12147,NY
881 Ramsey Center,Colonie_12205,NY
02776 Boyd Court,Albany_12207,NY
7994 Brown Point,Albany_12227,NY
6 Shoshone Lane,Albany_12225,NY
3059 Huxley Drive,Medusa_12120,NY
36 Menomonie Way,South Bethlehem_12161,NY
79 Towne Drive,Albany_12203,NY
212 Porter Point,Siena_12211,NY
01 Homewood Terrace,Mckownville_12203,NY
012 Messerschmidt Park,Watervliet_12189,NY
78 Columbus Parkway,Mckownville_12203,NY
8959 Melody Drive,Menands_12204,NY
6 Express Point,Selkirk_12158,NY
9027 Pankratz Park,Albany_12225,NY
8583 Di Loreto Trail,Latham_12128,NY
380 Eagan Lane,Menands_12204,NY
0536 Swallow Court,Green Island_12183,NY
96 Clarendon Plaza,Ravena_12143,NY
2 Cambridge Place,Albany_12207,NY
8 Dapin Junction,Knox_12107,NY
711 Laurel Point,Troy_12183,NY
580 Kropf Road,Watervliet_12189,NY
06047 Warner Lane,Newtonville_12128,NY
64808 Dottie Park,Alcove_12007,NY
493 Dexter Crossing,Voorheesville_12186,NY
7716 Annamark Court,Albany_12209,NY
2 Lerdahl Point,Albany_12204,NY
48274 Green Circle,Delmar_12054,NY
06936 Little Fleur Park,Voorheesville_12186,NY
438 West Street,Albany_12226,NY
526 West Point,Troy_12183,NY
031 Randy Road,South Bethlehem_12161,NY
57 Mccormick Court,Albany_12210,NY
35666 5th Place,Mckownville_12203,NY
37 Delaware Plaza,Loudonville_12211,NY
7182 Pleasure Alley,Albany_12209,NY
84 Talisman Place,Clarksville_12041,NY
5 Oxford Alley,Ravena_12143,NY
22884 Westridge Street,Selkirk_12158,NY
9341 Dunning Crossing,Albany_12260,NY
3 Memorial Terrace,Cohoes_12047,NY
41 Dennis Pass,Guilderland_12084,NY
82 3rd Center,Albany_12207,NY
133 Porter Center,Glenmont_12077,NY
61 Ruskin Pass,Colonie_12205,NY
61625 Melrose Court,Feura Bush_12067,NY
773 Oak Valley Way,Albany_12211,NY
5284 Beilfuss Avenue,Berne_12023,NY
1679 Ridge Oak Crossing,Albany_12224,NY
37 Hoard Terrace,Roessleville_12205,NY
043 Hermina Parkway,Albany_12223,NY
145 Atwood Crossing,Albany_12208,NY
537 Hauk Terrace,Albany_12220,NY
83 Glendale Terrace,Albany_12209,NY
71890 2nd Street,Watervliet_12189,NY
8185 Knutson Street,Menands_12204,NY
91 Calypso Point,Cohoes_12047,NY
38434 Dunning Place,Guilderland Center_12085,NY
4 5th Road,Albany_12260,NY
36916 Oakridge Point,Latham_12110,NY
588 Oriole Way,Albany_12206,NY
6 Dovetail Pass,Watervliet_12189,NY
71 Stang Street,Troy_12183,NY
716 Hauk Terrace,Slingerlands_12159,NY
6 Union Plaza,Mckownville_12203,NY
706 Crest Line Park,Mckownville_12203,NY
8 Almo Parkway,Delmar_12054,NY
3112 North Crossing,Coeymans Hollow_12046,NY
3 American Junction,Colonie_12205,NY
1155 John Wall Parkway,Coeymans Hollow_12046,NY
251 Montana Drive,Albany_12202,NY
40229 Morningstar Street,Albany_12247,NY
11213 Welch Point,Newtonville_12128,NY
037 Lake View Park,Albany_12204,NY
961 Reindahl Parkway,Albany_12211,NY
2 Macpherson Plaza,Cohoes_12047,NY
38974 Kedzie Terrace,Newtonville_12128,NY
26481 Jackson Court,Albany_12209,NY
085 Village Trail,Roessleville_12205,NY
6538 Fairfield Plaza,Cohoes_12047,NY
45934 Holy Cross Lane,Albany_12220,NY
967 Spenser Point,Feura Bush_12067,NY
6 Kennedy Point,Glenmont_12077,NY
167 Moose Lane,Voorheesville_12186,NY
36836 Walton Parkway,Mckownville_12203,NY
5 Basil Court,Newtonville_12110,NY
51 Charing Cross Trail,Newtonville_12128,NY
361 Summer Ridge Terrace,Clarksville_12041,NY
344 Eagle Crest Pass,Glenmont_12077,NY
95 1st Plaza,Latham_12110,NY
42175 Dottie Court,Albany_12220,NY
9363 Brickson Park Crossing,Siena_12211,NY
04781 West Parkway,Albany_12205,NY
84991 Mcguire Street,Albany_12226,NY
533 Oriole Way,Guilderland_12084,NY
16 Old Shore Point,Albany_12205,NY
343 Talisman Terrace,Preston Hollow_12469,NY
4101 Sunbrook Place,Dormansville_12055,NY
517 Bayside Park,Albany_12260,NY
66138 Havey Way,Albany_12206,NY
5919 Almo Place,Albany_12260,NY
747 Meadow Vale Alley,Roessleville_12205,NY
580 Lakewood Street,Delmar_12054,NY
35 Sommers Junction,Albany_12227,NY
79 Swallow Crossing,Albany_12220,NY
9882 Crowley Pass,Albany_12206,NY
10816 Aberg Circle,Roessleville_12205,NY
30776 Starling Street,Rensselaerville_12147,NY
205 Thackeray Trail,Watervliet_12189,NY
08 Shopko Plaza,Albany_12208,NY
7486 Iowa Way,Selkirk_12158,NY
21 Longview Way,Guilderland_12084,NY
838 Lotheville Circle,Feura Bush_12067,NY
58 Bellgrove Alley,Albany_12205,NY
3 Lunder Hill,Albany_12260,NY
3 Colorado Street,Albany_12211,NY
25891 Banding Junction,Albany_12203,NY
507 Kingsford Way,Preston Hollow_12469,NY
27 Mandrake Circle,Albany_12207,NY
535 Ryan Park,Cohoes_12047,NY
170 Larry Road,Green Island_12183,NY
210 Oak Center,Albany_12209,NY
405 Holmberg Circle,Coeymans_12045,NY
18364 Northview Parkway,Loudonville_12211,NY
98 Ludington Hill,Albany_12205,NY
3 Raven Alley,Albany_12220,NY
51 Erie Lane,Mckownville_12203,NY
3854 Maple Wood Way,Albany_12201,NY
29 Wayridge Plaza,East Berne_12059,NY
2 Fisk Road,Albany_12203,NY
83670 Sachtjen Place,Watervliet_12189,NY
1971 Sycamore Park,Ravena_12143,NY
3 Muir Court,Green Island_12183,NY
110 Pleasure Plaza,Roessleville_12205,NY
813 Prairie Rose Center,Cohoes_12047,NY
07447 Monument Junction,South Bethlehem_12161,NY
78 Butternut Road,Feura Bush_12067,NY
03 Tony Center,Albany_12223,NY
7 Northview Park,Albany_12212,NY
395 Vahlen Hill,Latham_12128,NY
901 Calypso Hill,Ravena_12143,NY
1377 Brown Center,Albany_12203,NY
77 Carioca Terrace,Ravena_12143,NY
83 Amoth Junction,Guilderland Center_12085,NY
11894 Dahle Trail,Albany_12208,NY
54978 Pankratz Alley,Slingerlands_12159,NY
71477 Kinsman Way,Albany_12204,NY
847 Annamark Parkway,Coeymans Hollow_12046,NY
23378 Ilene Street,Albany_12260,NY
6 Raven Place,Alcove_12007,NY
15167 Duke Avenue,Selkirk_12158,NY
01142 7th Center,Guilderland_12084,NY
7 Eliot Court,Troy_12183,NY
73039 Kedzie Trail,Albany_12206,NY
5081 Weeping Birch Center,Dormansville_12055,NY
46 Magdeline Avenue,Knox_12107,NY
